EmpID,FirstName,LastName,FullName,ADEmail,StartDate,ExitDate,EmployeeStatus,IsActive,AttritionFlag,TenureDays,SameDayTermination,Age,Title,BusinessUnit,DepartmentType,Division,EmployeeType,PayZone,TerminationType,DOB,GenderCode,RaceDesc,LocationCode
3474,Arely,Patton,Arely_Patton,arely.patton@bilearner.com,2022-06-09,,Active,True,0,1266,False,59.9,Area Sales Manager,MSC,Sales,Catv,Full-Time,Zone A,Unk,1965-12-16,Male,Other,34481
3475,Vance,Trujillo,Vance_Trujillo,vance.trujillo@bilearner.com,2023-12-21,2025-07-13,Voluntarily Terminated,False,1,570,False,67.9,Area Sales Manager,TNS,Sales,General - Con,Full-Time,Zone C,Resignation,1957-12-25,Male,Asian,90406
3477,Sonny,Horne,Sonny_Horne,sonny.horne@bilearner.com,2021-07-07,,Active,True,0,1603,False,56.0,Area Sales Manager,PYZ,IT/IS,Aerial,Part-Time,Zone A,Unk,1969-12-03,Female,Asian,16058
3478,Thomas,Chandler,Thomas_Chandler,thomas.chandler@bilearner.com,2020-12-17,2021-04-09,Voluntarily Terminated,False,1,113,False,68.1,Area Sales Manager,WBL,Sales,Wireline Construction,Full-Time,Zone C,Resignation,1957-10-10,Female,Hispanic,45149
3479,Sarai,Stone,Sarai_Stone,sarai.stone@bilearner.com,2024-11-02,2025-07-02,Terminated for Cause,False,1,242,False,63.5,Area Sales Manager,NEL,Sales,Project Management - Con,Contract,Zone A,Involuntary,1962-05-17,Female,Hispanic,96336
3481,Leland,Allen,Leland_Allen,leland.allen@bilearner.com,2021-06-07,2023-08-31,Voluntarily Terminated,False,1,815,False,60.0,Area Sales Manager,BPC,Sales,Wireline Construction,Full-Time,Zone C,Voluntary,1965-12-11,Male,Other,61149
3482,Cristal,Bolton,Cristal_Bolton,cristal.bolton@bilearner.com,2022-01-29,2023-05-07,Voluntarily Terminated,False,1,463,False,35.8,Area Sales Manager,CCDR,Sales,Catv,Full-Time,Zone A,Resignation,1990-02-11,Male,Asian,57302
3483,Jaslene,Harding,Jaslene_Harding,jaslene.harding@bilearner.com,2023-12-26,,Active,True,0,701,False,61.4,Area Sales Manager,SVG,Sales,Project Management - Con,Part-Time,Zone B,Unk,1964-06-19,Male,Asian,42605
3484,Albert,Gonzalez,Albert_Gonzalez,albert.gonzalez@bilearner.com,2020-11-29,,Active,True,0,1823,False,30.4,Area Sales Manager,EW,Sales,General - Con,Part-Time,Zone B,Unk,1995-07-18,Male,Other,64036
3485,Jaiden,Johnson,Jaiden_Johnson,jaiden.johnson@bilearner.com,2024-01-26,,Active,True,0,670,False,31.3,Area Sales Manager,MSC,Sales,Field Operations,Contract,Zone C,Unk,1994-08-22,Male,White,23173
3486,Brendon,Mcconnell,Brendon_Mcconnell,brendon.mcconnell@bilearner.com,2025-01-31,2025-09-08,Terminated for Cause,False,1,220,False,35.0,Area Sales Manager,TNS,Sales,Fielders,Part-Time,Zone C,Involuntary,1990-11-14,Male,Other,19665
3487,Kimora,Parsons,Kimora_Parsons,kimora.parsons@bilearner.com,2025-06-15,,Active,True,0,164,False,31.8,Area Sales Manager,BPC,Sales,General - Sga,Contract,Zone B,Unk,1994-02-01,Female,Other,41161
3488,Willie,Patterson,Willie_Patterson,willie.patterson@bilearner.com,2024-12-09,,Active,True,0,352,False,28.0,Area Sales Manager,CCDR,Sales,Wireline Construction,Contract,Zone B,Unk,1997-11-12,Female,Asian,52499
3490,Weston,Preston,Weston_Preston,weston.preston@bilearner.com,2021-05-11,,Active,True,0,1660,False,34.4,Area Sales Manager,MSC,Sales,General - Sga,Part-Time,Zone A,Unk,1991-07-10,Female,Hispanic,37965
3491,Lennon,Buchanan,Lennon_Buchanan,lennon.buchanan@bilearner.com,2023-04-26,,Active,True,0,945,False,52.5,Area Sales Manager,NEL,Sales,Field Operations,Contract,Zone B,Unk,1973-06-02,Male,White,39504
3492,Vicente,Merritt,Vicente_Merritt,vicente.merritt@bilearner.com,2022-02-26,,Active,True,0,1369,False,32.9,Area Sales Manager,PL,Sales,General - Con,Full-Time,Zone C,Unk,1993-01-08,Male,Asian,31676
3493,Hugo,Clay,Hugo_Clay,hugo.clay@bilearner.com,2021-10-15,,Active,True,0,1503,False,41.6,Area Sales Manager,PYZ,Sales,Project Management - Con,Full-Time,Zone C,Unk,1984-04-17,Male,Asian,28784
3494,Cohen,Raymond,Cohen_Raymond,cohen.raymond@bilearner.com,2022-09-18,,Active,True,0,1165,False,31.8,Area Sales Manager,SVG,Sales,General - Con,Contract,Zone B,Unk,1994-02-08,Male,Black,90983
3495,Tia,Ellis,Tia_Ellis,tia.ellis@bilearner.com,2025-09-22,2025-10-22,Retired,False,1,30,False,32.8,Area Sales Manager,TNS,Sales,Wireline Construction,Part-Time,Zone B,Retirement,1993-01-27,Male,Other,1115
3496,Aspen,Bentley,Aspen_Bentley,aspen.bentley@bilearner.com,2024-03-02,,Active,True,0,634,False,61.2,Area Sales Manager,WBL,Sales,General - Sga,Contract,Zone A,Unk,1964-09-19,Male,Other,72233
3497,Graham,Rodriguez,Graham_Rodriguez,graham.rodriguez@bilearner.com,2024-03-08,,Active,True,0,628,False,44.8,Area Sales Manager,TNS,Sales,Project Management - Con,Part-Time,Zone C,Unk,1981-02-18,Female,Hispanic,58210
3498,Joel,Mcmillan,Joel_Mcmillan,joel.mcmillan@bilearner.com,2025-07-26,2025-09-22,Voluntarily Terminated,False,1,58,False,27.1,Area Sales Manager,PYZ,Sales,General - Sga,Full-Time,Zone A,Voluntary,1998-10-17,Female,White,36087
3499,Maci,Frost,Maci_Frost,maci.frost@bilearner.com,2020-12-25,2024-03-20,Terminated for Cause,False,1,1181,False,54.9,Area Sales Manager,WBL,Sales,Field Operations,Part-Time,Zone C,Involuntary,1971-01-16,Female,Asian,61457
3500,Nevaeh,Lucas,Nevaeh_Lucas,nevaeh.lucas@bilearner.com,2021-02-20,2022-09-21,Voluntarily Terminated,False,1,578,False,25.8,Area Sales Manager,NEL,Sales,Shop (Fleet),Full-Time,Zone B,Voluntary,2000-02-25,Female,White,80424
3501,Garrett,Zimmerman,Garrett_Zimmerman,garrett.zimmerman@bilearner.com,2022-11-30,2024-11-30,Retired,False,1,731,False,66.6,Area Sales Manager,PL,Sales,General - Con,Part-Time,Zone A,Retirement,1959-04-19,Male,Other,6240
3502,Eugene,Marks,Eugene_Marks,eugene.marks@bilearner.com,2022-01-01,,Active,True,0,1425,False,49.4,Area Sales Manager,BPC,Sales,Splicing,Full-Time,Zone C,Unk,1976-06-29,Male,White,49914
3504,Javon,Kelley,Javon_Kelley,javon.kelley@bilearner.com,2024-01-10,,Active,True,0,686,False,45.3,Area Sales Manager,SVG,Sales,General - Con,Full-Time,Zone B,Unk,1980-08-23,Male,Hispanic,27992
3506,Laila,Woodard,Laila_Woodard,laila.woodard@bilearner.com,2021-11-27,2025-08-10,Voluntarily Terminated,False,1,1352,False,37.4,Area Sales Manager,MSC,Sales,Field Operations,Full-Time,Zone B,Voluntary,1988-07-06,Male,Other,38740
3507,Ivan,Huff,Ivan_Huff,ivan.huff@bilearner.com,2023-05-25,2025-07-07,Retired,False,1,774,False,52.7,Area Sales Manager,TNS,Sales,Project Management - Con,Full-Time,Zone A,Retirement,1973-03-24,Male,White,9437
3509,Cruz,Boyer,Cruz_Boyer,cruz.boyer@bilearner.com,2023-07-14,,Active,True,0,866,False,48.1,Area Sales Manager,BPC,Sales,General - Sga,Part-Time,Zone C,Unk,1977-11-04,Female,Black,75993
3510,Raven,Koch,Raven_Koch,raven.koch@bilearner.com,2022-05-10,,Active,True,0,1296,False,69.1,Area Sales Manager,PYZ,Sales,General - Con,Part-Time,Zone A,Unk,1956-10-17,Female,Hispanic,65329
3511,Karli,Barker,Karli_Barker,karli.barker@bilearner.com,2023-11-17,2024-03-31,Voluntarily Terminated,False,1,135,False,28.8,Area Sales Manager,WBL,Sales,Finance & Accounting,Part-Time,Zone B,Resignation,1997-02-18,Female,Asian,41111
3512,Tyrone,Sosa,Tyrone_Sosa,tyrone.sosa@bilearner.com,2025-07-17,2025-09-22,Voluntarily Terminated,False,1,67,False,29.1,Area Sales Manager,NEL,Sales,Yard (Material Handling),Contract,Zone C,Voluntary,1996-10-25,Female,Black,58860
3513,Damaris,Cisneros,Damaris_Cisneros,damaris.cisneros@bilearner.com,2024-12-02,2025-08-24,Terminated for Cause,False,1,265,False,66.0,Area Sales Manager,PL,Sales,General - Con,Contract,Zone C,Involuntary,1959-11-13,Male,Other,93051
3514,Alexus,Estes,Alexus_Estes,alexus.estes@bilearner.com,2022-07-15,,Active,True,0,1230,False,67.9,Area Sales Manager,BPC,Sales,Wireline Construction,Full-Time,Zone B,Unk,1958-01-03,Male,Asian,17419
3515,Kinsley,Flowers,Kinsley_Flowers,kinsley.flowers@bilearner.com,2024-06-09,2025-03-10,Retired,False,1,274,False,28.6,Area Sales Manager,CCDR,Sales,Finance & Accounting,Part-Time,Zone A,Retirement,1997-04-29,Male,White,59593
3516,Deborah,Love,Deborah_Love,deborah.love@bilearner.com,2024-07-07,2025-04-22,Retired,False,1,289,False,37.4,Area Sales Manager,SVG,Sales,Project Management - Con,Contract,Zone B,Retirement,1988-06-25,Male,Asian,96350
3518,Roberto,Michael,Roberto_Michael,roberto.michael@bilearner.com,2023-07-10,2024-10-04,Terminated for Cause,False,1,452,False,56.5,Area Sales Manager,MSC,Sales,General - Eng,Contract,Zone B,Involuntary,1969-05-24,Female,Hispanic,13249
3520,Caiden,Munoz,Caiden_Munoz,caiden.munoz@bilearner.com,2023-03-13,2025-04-13,Terminated for Cause,False,1,762,False,62.7,Area Sales Manager,TNS,Sales,Project Management - Con,Full-Time,Zone C,Involuntary,1963-03-01,Female,Black,18983
3522,Marques,Armstrong,Marques_Armstrong,marques.armstrong@bilearner.com,2022-06-02,,Active,True,0,1273,False,42.1,Area Sales Manager,BPC,Sales,Splicing,Full-Time,Zone C,Unk,1983-10-12,Female,Other,34369
3523,Rohan,Chapman,Rohan_Chapman,rohan.chapman@bilearner.com,2023-09-25,2024-11-25,Voluntarily Terminated,False,1,427,False,46.9,Area Sales Manager,CCDR,Sales,General - Con,Full-Time,Zone A,Resignation,1978-12-19,Female,Other,23092
3524,Emmanuel,Franklin,Emmanuel_Franklin,emmanuel.franklin@bilearner.com,2023-10-26,2024-08-04,Voluntarily Terminated,False,1,283,False,26.0,Area Sales Manager,EW,Sales,Field Operations,Contract,Zone B,Resignation,1999-11-11,Male,Asian,6074
3525,Clayton,Mccormick,Clayton_Mccormick,clayton.mccormick@bilearner.com,2024-10-03,2025-04-10,Retired,False,1,189,False,58.8,Area Sales Manager,MSC,Sales,General - Con,Contract,Zone B,Retirement,1967-01-29,Male,Hispanic,72264
3527,Ahmed,Hawkins,Ahmed_Hawkins,ahmed.hawkins@bilearner.com,2022-08-01,2023-05-25,Retired,False,1,297,False,51.1,Area Sales Manager,PL,Sales,Aerial,Full-Time,Zone B,Retirement,1974-10-15,Male,Black,46645
3528,Kymani,Benjamin,Kymani_Benjamin,kymani.benjamin@bilearner.com,2025-01-13,,Active,True,0,317,False,34.0,Area Sales Manager,PYZ,Sales,Finance & Accounting,Full-Time,Zone C,Unk,1991-12-13,Male,Hispanic,10790
3529,Callum,Mcdaniel,Callum_Mcdaniel,callum.mcdaniel@bilearner.com,2022-04-03,2022-11-24,Voluntarily Terminated,False,1,235,False,31.4,Area Sales Manager,SVG,Sales,Field Operations,Part-Time,Zone C,Voluntary,1994-06-18,Male,Hispanic,67282
3530,Zariah,Black,Zariah_Black,zariah.black@bilearner.com,2022-02-13,,Active,True,0,1382,False,32.4,Area Sales Manager,TNS,Sales,Field Operations,Full-Time,Zone B,Unk,1993-06-16,Female,Black,62321
3532,Marlon,Ford,Marlon_Ford,marlon.ford@bilearner.com,2024-01-14,,Active,True,0,682,False,59.0,Area Sales Manager,EW,IT/IS,Wireless,Part-Time,Zone B,Unk,1966-11-27,Female,Black,40306
3533,Slade,Griffith,Slade_Griffith,slade.griffith@bilearner.com,2023-09-01,2025-10-16,Voluntarily Terminated,False,1,776,False,59.0,Area Sales Manager,MSC,Sales,General - Sga,Contract,Zone B,Voluntary,1966-11-12,Male,White,65183
3534,Lee,Frye,Lee_Frye,lee.frye@bilearner.com,2020-12-14,,Active,True,0,1808,False,66.3,Area Sales Manager,TNS,Sales,Engineers,Full-Time,Zone A,Unk,1959-08-16,Female,Asian,97002
3535,Veronica,Rowe,Veronica_Rowe,veronica.rowe@bilearner.com,2021-03-11,2024-09-02,Retired,False,1,1271,False,31.8,Area Sales Manager,PYZ,Sales,Fielders,Full-Time,Zone A,Retirement,1994-02-02,Female,Black,29811
3536,Aylin,Berg,Aylin_Berg,aylin.berg@bilearner.com,2024-11-06,,Active,True,0,385,False,36.9,Area Sales Manager,WBL,Sales,General - Sga,Contract,Zone C,Unk,1989-01-02,Female,Black,89169
3538,Keith,Baxter,Keith_Baxter,keith.baxter@bilearner.com,2021-09-16,2024-06-05,Voluntarily Terminated,False,1,993,False,66.2,Area Sales Manager,PL,Sales,Fielders,Part-Time,Zone C,Resignation,1959-08-29,Male,Asian,62328
3539,Chaz,Bruce,Chaz_Bruce,chaz.bruce@bilearner.com,2022-03-08,,Active,True,0,1359,False,42.0,Area Sales Manager,BPC,Sales,General - Con,Full-Time,Zone C,Unk,1983-11-27,Male,Hispanic,74448
3540,Maya,Mccann,Maya_Mccann,maya.mccann@bilearner.com,2022-06-12,2025-01-09,Retired,False,1,942,False,42.5,Area Sales Manager,CCDR,Sales,Splicing,Full-Time,Zone B,Retirement,1983-06-09,Male,White,18721
3541,Aaron,Weber,Aaron_Weber,aaron.weber@bilearner.com,2022-07-06,2025-10-24,Terminated for Cause,False,1,1206,False,34.1,Area Sales Manager,SVG,Sales,Field Operations,Full-Time,Zone B,Involuntary,1991-10-27,Male,Black,78938
3543,Rayne,Kerr,Rayne_Kerr,rayne.kerr@bilearner.com,2023-02-10,,Active,True,0,1020,False,44.8,Area Sales Manager,MSC,Sales,General - Con,Part-Time,Zone A,Unk,1981-02-18,Female,Black,45509
3544,Samara,Mcbride,Samara_Mcbride,samara.mcbride@bilearner.com,2025-09-29,2025-10-09,Retired,False,1,10,False,25.2,Area Sales Manager,TNS,Sales,Aerial,Contract,Zone A,Retirement,2000-09-16,Male,Asian,13902
3546,Paris,Carr,Paris_Carr,paris.carr@bilearner.com,2023-10-31,2025-04-27,Voluntarily Terminated,False,1,544,False,45.4,Area Sales Manager,CCDR,Sales,General - Con,Full-Time,Zone B,Voluntary,1980-07-14,Male,Hispanic,35786
3548,Sanaa,Glass,Sanaa_Glass,sanaa.glass@bilearner.com,2023-10-11,2025-01-10,Voluntarily Terminated,False,1,457,False,61.8,Area Sales Manager,WBL,Sales,General - Con,Part-Time,Zone A,Resignation,1964-01-25,Female,White,40135
3550,Charlie,Atkinson,Charlie_Atkinson,charlie.atkinson@bilearner.com,2024-02-26,2025-01-14,Voluntarily Terminated,False,1,323,False,37.7,Area Sales Manager,SVG,Sales,Wireline Construction,Part-Time,Zone C,Resignation,1988-03-26,Male,White,57754
3554,Lizeth,Holland,Lizeth_Holland,lizeth.holland@bilearner.com,2021-06-30,,Active,True,0,1610,False,67.1,Area Sales Manager,MSC,Sales,People Services,Part-Time,Zone C,Unk,1958-10-14,Male,Asian,78385
3555,Matilda,Randall,Matilda_Randall,matilda.randall@bilearner.com,2025-04-06,2025-08-07,Voluntarily Terminated,False,1,123,False,37.9,Area Sales Manager,EW,Sales,General - Eng,Full-Time,Zone C,Resignation,1988-01-11,Female,Hispanic,48104
3556,Damien,Howe,Damien_Howe,damien.howe@bilearner.com,2021-10-18,2022-04-15,Retired,False,1,179,False,64.4,Area Sales Manager,CCDR,Sales,Wireline Construction,Full-Time,Zone B,Retirement,1961-06-16,Male,White,86009
3557,Nicholas,Obrien,Nicholas_Obrien,nicholas.obrien@bilearner.com,2021-05-13,,Active,True,0,1658,False,65.5,Area Sales Manager,BPC,Sales,Field Operations,Part-Time,Zone C,Unk,1960-06-06,Male,Other,68837
3558,Mildred,Gentry,Mildred_Gentry,mildred.gentry@bilearner.com,2021-03-30,,Active,True,0,1702,False,66.5,Production Technician I,MSC,Production,Yard (Material Handling),Part-Time,Zone A,Unk,1959-06-04,Female,Black,2145
3559,Wilson K,Adinolfi,Wilson K_Adinolfi,wilson k.adinolfi@bilearner.com,2022-02-06,2022-12-06,Retired,False,1,303,False,34.0,Production Technician I,NEL,Production,Field Operations,Part-Time,Zone C,Retirement,1991-11-18,Male,White,1960
3561,Dianna,Blount,Dianna_Blount,dianna.blount@bilearner.com,2025-06-28,,Active,True,0,151,False,66.8,Production Technician II,BPC,Production,General - Con,Part-Time,Zone C,Unk,1959-01-31,Female,White,2171
3564,Susan,Lundy,Susan_Lundy,susan.lundy@bilearner.com,2021-04-26,2023-03-02,Voluntarily Terminated,False,1,675,False,31.1,Production Technician II,SVG,Production,Aerial,Full-Time,Zone C,Resignation,1994-11-07,Female,White,2122
3565,Kramer,Keatts,Kramer_Keatts,kramer.keatts@bilearner.com,2023-12-11,,Active,True,0,716,False,57.5,Production Technician I,WBL,Production,General - Con,Part-Time,Zone B,Unk,1968-05-10,Male,Other,1887
3566,Maliki,Moumanil,Maliki_Moumanil,maliki.moumanil@bilearner.com,2023-12-26,,Active,True,0,701,False,62.1,Production Technician II,PL,Production,Aerial,Part-Time,Zone A,Unk,1963-10-05,Male,Black,1460
3567,Nader,Barton,Nader_Barton,nader.barton@bilearner.com,2025-06-04,,Active,True,0,175,False,59.2,Production Technician I,EW,Production,General - Sga,Full-Time,Zone C,Unk,1966-09-02,Male,Asian,2747
3568,Quinn,Rarrick,Quinn_Rarrick,quinn.rarrick@bilearner.com,2025-10-11,2025-10-29,Voluntarily Terminated,False,1,18,False,51.0,Production Technician I,EW,Production,Field Operations,Full-Time,Zone B,Voluntary,1974-12-08,Male,Asian,2478
3569,Beatrice,Chace,Beatrice_Chace,beatrice.chace@bilearner.com,2021-05-09,2022-11-28,Terminated for Cause,False,1,568,False,30.4,Production Technician I,MSC,Production,Catv,Part-Time,Zone B,Involuntary,1995-07-19,Female,Hispanic,2763
3570,Adrienne J,Homberger,Adrienne J_Homberger,adrienne j.homberger@bilearner.com,2021-07-19,2024-01-26,Voluntarily Terminated,False,1,921,False,51.0,Production Technician II,TNS,Production,Fielders,Full-Time,Zone B,Voluntary,1974-11-23,Female,Asian,2445
3572,Timothy,Sullivan,Timothy_Sullivan,timothy.sullivan@bilearner.com,2021-06-12,2022-08-19,Retired,False,1,433,False,31.5,Production Technician I,WBL,Production,Fielders,Contract,Zone A,Retirement,1994-06-07,Male,White,2747
3573,Jennifer,Medeiros,Jennifer_Medeiros,jennifer.medeiros@bilearner.com,2022-06-09,2024-01-17,Terminated for Cause,False,1,587,False,42.1,Production Technician I,NEL,Production,Field Operations,Contract,Zone B,Involuntary,1983-10-26,Female,Asian,2346
3575,George,Johnson,George_Johnson,george.johnson@bilearner.com,2023-07-28,2024-04-18,Voluntarily Terminated,False,1,265,False,38.7,Production Technician I,MSC,Production,Field Operations,Part-Time,Zone A,Resignation,1987-03-05,Male,Hispanic,2445
3576,Angela,Erilus,Angela_Erilus,angela.erilus@bilearner.com,2023-10-21,2025-07-26,Voluntarily Terminated,False,1,644,False,33.6,Production Technician II,PL,Production,Engineers,Full-Time,Zone B,Voluntary,1992-04-26,Female,Asian,2133
3577,Miguel,Estremera,Miguel_Estremera,miguel.estremera@bilearner.com,2021-12-15,,Active,True,0,1442,False,68.5,Production Technician I,BPC,Production,Field Operations,Part-Time,Zone C,Unk,1957-05-30,Male,White,2129
3578,Clinton,Owad,Clinton_Owad,clinton.owad@bilearner.com,2021-08-04,,Active,True,0,1575,False,68.5,Production Technician I,WBL,Production,Field Operations,Full-Time,Zone A,Unk,1957-05-30,Male,Hispanic,1760
